Time;Post_id;Tweet;Retweet count;Like count
2020-03-11 17:07:00;1237787116643299329;When I dip you dip we dip Which dip cup is your gotoRT for RanchLIKE for Garlic;75;435
2020-03-10 18:04:00;1237439073590980608;Daydreaming about Dominos;53;268
2020-03-09 16:30:00;1237053031222566913;Thin Crust or bust REPLY with a if youre a Thin Crust fan;49;428
